Project Name,Test Function,Smell Type
vradarserver@vrs,MergedFeedListenerTests<>MergedFeedListener_SetListener_PositionReset_Events_On_Listeners_Passed_Through,MagicNumber
vradarserver@vrs,ConnectionLoggerTests<>ConnectionLogger_Start_Updates_Session_Information_If_IPAddress_And_Name_Seen_Before,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertLocation_Does_Nothing_If_File_Does_Not_Exist,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableCounterTest<>DecreaseCountInactiveGameObject,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Calculates_Bearing_From_Browser_To_Aircraft_Correctly,MagicNumber
Innoactive@Creator,TrainingPropertyTests<>AddAndRemoveTrainingProperties,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Ignores_FullTrackCoordinates_Where_The_Only_Change_Is_In_Speed,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMeanFinderTest<>Transform,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,CanvasGroupTests<>EnabledCanvasGroupOnCanvasAndChildMultipleAlphaValuesCorrectly,MagicNumber
vradarserver@vrs,PolarPlotsSliceJsonTests<>PolarPlotsSliceJson_Constructor_Initialises_Properties_To_Known_Values,MagicNumber
dioram@Elektronik-Tools-2.0,ReadingTestsYaml<>ActualTimestamps,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ImageTests<>FlexibleWidthHeightAreCorrectWithImage,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>DeleteFirstSegmentCommandRedo,MagicNumber
ExtendRealityLtd@Zinnia.Unity,AnimatorParameterMutatorTest<>IntegerValueNoAnimator,MagicNumber
vradarserver@vrs,JsonExample<>Responser_SendImage_Throws_If_Response_Is_Null,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_ChangeSource_Is_Not_Raised_If_Nothing_Changes,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActiveCollisionsContainerNoDisableClearMock<>AddInactiveComponent,MagicNumber
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Decodes_Messages_Correctly,MagicNumber
vradarserver@vrs,EventHelperTests<>Raise_Copes_With_Null_Event,MagicNumber
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestListTrainingExamples,MagicNumber
GameLabGraz@Maroon,FallingCoilTests<>WhenExperimentStartedChangeVectorFieldSliderThenResolutionChanges,MagicNumber
dioram@Elektronik-Tools-2.0,ParsingTests<>VersionTest,MagicNumber
iamtomhewitt@vr-pacman,HighscoreManagerTests<>HighscoreNotSavedIfScoreIsLessThanHighscore,MagicNumber
vradarserver@vrs,ObservableClass<>NotifyList_Move_Does_Not_RaiseEvents_If_RaiseChangedEvents_Is_False,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Updates_Statistics_When_Bad_Port30003_Message_Received,MagicNumber
A11YTK@A11YTK,SRTTest<>ParseMillisecondsFromTimeStampString,MagicNumber
UMI3D@UMI3D-SDK,CollaborationSkeletonsManager_Test<>CreateSkeleton,MagicNumber
icosa-gallery@open-brush,TestStatelessRng<>TestUniformity_Rotation,MagicNumber
vradarserver@vrs,GreatCircleMathsTests<>GreatCircleMaths_Destination_Calculates_Correct_Destination,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatRangeTest<>ConstructFromFloats,MagicNumber
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_GetOrCreate_Creates_If_Key_Missing,MagicNumber
augcog@ISAACS_Interface,MapMatcherTest<>Profiles,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSystemEvents_Works_For_Different_Cultures,MagicNumber
dioram@Elektronik-Tools-2.0,ReadingTestsYaml<>ContainersTree,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ScrollRectTests<>LateUpdateWithElasticShouldDecelerate,MagicNumber
icosa-gallery@open-brush,TestStatelessRng<>TestUniformity_OnUnitSphere,MagicNumber
tterpi@VRSketchingGeometry,RibbonSketchObjectTest<>AddControlPointAndRotationContinuousCommand_DistanceTooSmall,MagicNumber
WetzoldStudios@traVRsal-sdk,PatternParserTest<>InfinitePattern,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectSourceTargetProcessorMock<>ClearSources,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Raises_AircraftFetched_After_Updating_Cache,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Creates_SystemEvents_Table,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMedianFinderTest<>TransformEven,MagicNumber
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestGetSpeakerModel,MagicNumber
vradarserver@vrs,UniversalPlugAndPlayManagerTests<>UniversalPlugAndPlayManager_Dispose_Does_Not_Remove_The_Port_Mapping_If_Never_Initialised,MagicNumber
ExtendRealityLtd@Zinnia.Unity,IntCacheTest<>CacheChangedInactiveGameObject,MagicNumber
vradarserver@vrs,AuthenticationConfigurationTests<>AuthenticationConfiguration_AddAdministratorPath_Does_Not_Add_Same_Path_Twice,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_ChangeSource_Disposes_Of_Existing_RawMessageTranslator,MagicNumber
vradarserver@vrs,PolarPlotterTests<>PolarPlotter_LoadFrom_Does_Not_Overwrite_Coordinates,MagicNumber
vimeo@vimeo-unity-sdk,VideoChunkTest<>GetBytesUploaded_Returns_Total_Chunk_Size_When_Finished_Uploading,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_AircraftListJson_Sends_Aircraft_List_When_Timer_Elapses,MagicNumber
virtuallynaked@virtually-naked,BinnerTest<>TestMidpointsFloatToIdx,MagicNumber
vradarserver@vrs,ExpiringListTests<>ExpiringList_FindAll_Returns_All_Matching_Items,MagicNumber
vradarserver@vrs,PolarPlotterTests<>PolarPlotter_ClearPolarPlots_Does_Nothing_If_Called_Before_Initialise,MagicNumber
ExtendRealityLtd@Zinnia.Unity,Vector2ToAngleTest<>TransformToDegrees,MagicNumber
vradarserver@vrs,UniversalPlugAndPlayManagerTests<>UniversalPlugAndPlayManager_IsEnabled_Raises_StateChanged_If_Changed,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_AircraftListJson_Sends_Full_Json_On_First_Connection,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableCounterTest<>ClearInactiveGameObject,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Filters_Accept_Full_Set_Of_Bounds_V2_GET,MagicNumber
icosa-gallery@open-brush,FbxDouble4Test<>TestBasics,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestListCorpora,MagicNumber
augcog@ISAACS_Interface,AverageHeadingAlignmentStrategyTests<>meanAngleAllNegative,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMultiplierTest<>TransformInactiveComponent,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatToNormalizedFloatTest<>TransformOverBounds,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSystemEvents_Throws_If_Writes_Disabled,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_Initialise_Sets_Timeout_Setting_Correctly,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Filters_Accept_Full_Set_Of_Bounds_V3,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Raises_AircraftFetched_When_Aircraft_Looked_Up,MagicNumber
vradarserver@vrs,AircraftControllerTests<>AircraftController_GetAddcThumbnails_Defaults_Registration_To_Null,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_Connect_Sets_System_Event_States,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>UpdateFPSTracking_Async_Test,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_UpdateSession_Throws_If_Passed_Null,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_DateReport_Writes_Correct_Route_Index_When_There_Is_No_Route,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetSessions_Retrieves_All_Records_In_Sessions_Table,MagicNumber
vradarserver@vrs,AircraftOnlineLookupTests<>AircraftOnlineLookup_Lookup_Provider_Exception_Does_Not_Stop_Removal_Of_ICAO_From_Queue,MagicNumber
icosa-gallery@open-brush,FbxBlendShapeChannelTest<>TestBasics,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ScrollRectTests<>LateUpdateWithInertiaShouldDecelerate,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Picks_Up_Changes_To_Default_WebSite_Receiver_Id,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_DateReport_Passes_Null_To_CallsignParser_When_Aircraft_Missing,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestTwoPointNonUniform_Random,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>SyncFPSTracking_Test,MagicNumber
augcog@ISAACS_Interface,AngleSmoothingTest<>Average,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Zero,MagicNumber
vradarserver@vrs,AircraftOnlineLookupTests<>AircraftOnlineLookup_Lookup_Passes_Icao_To_Provider,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateSession_Throws_If_Writes_Disabled,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_GetPolarPlot_Returns_No_Slices_If_Invalid_ID_Supplied,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatAdderTest<>Transform,MagicNumber
UMI3D@UMI3D-SDK,JsonParsingTests<>UnknownNodeExtension,MagicNumber
vradarserver@vrs,AccessConfigurationTests<>AccessConfiguration_SetRestrictedPath_Allows_Removal_By_Passing_UnrestrictAccess_Access_Object,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateSystemEvents_Does_Nothing_If_File_Not_Configured,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>AddSegmentContinuousCommand,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ImageTests<>FlexibleWidthHeightAreCorrectWithNoImage,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Calculates_Distances_From_Browser_To_Aircraft_Correctly_When_Culture_Is_Not_UK,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Returns_Default_Aircraft_List_V3,MagicNumber
vradarserver@vrs,JsonExample<>Responder_SendImage_Fills_Response_Correctly_For_Bmp_Images,MagicNumber
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_GetForKeyAndRefresh_Refreshes,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_DeleteLocation_Throws_If_Writes_Disabled,MagicNumber
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeMipmapDimensions_F_CorrectResults,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Returns_Aircraft_List_In_FSX_Mode,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Does_Not_Raise_ModeSBytesReceived_When_BytesExtractor_Extracts_Port30003_Message,MagicNumber
vradarserver@vrs,JsonExample<>Responder_SendJson_Sends_JSONP_File_Correctly,MagicNumber
vradarserver@vrs,EventHelperTests<>RaiseQuickly_Exceptions_In_Handlers_Stop_Propagation,MagicNumber
ExtendRealityLtd@Zinnia.Unity,IntEventProxyEmitterTest<>ClearPayload,MagicNumber
gatosyocora@VRCPhotoAlbum,UsersTest<>CreateUserListFromPhotoList,MagicNumber
vradarserver@vrs,StandingDataManagerTests<>StandingDataManager_FindAirportForCode_Returns_Airport_When_Passed_Known_Icao,MagicNumber
virtuallynaked@virtually-naked,RigidTransformTest<>TestFromAndToRotationTranslation,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_GetPolarPlot_Returns_No_Slices_If_Feed_Is_Invisible,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Saves_Results_Of_Successful_Lookup,MagicNumber
vradarserver@vrs,TextContentTests<>TextContent_Load_Can_Leave_Stream_Open,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatEventProxyEmitterTest<>Receive,MagicNumber
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_02_02_UnregisterMixedRealityDataProviderByTypeAndName,MagicNumber
ExtendRealityLtd@Zinnia.Unity,PhysicsCastTest<>CustomCapsuleCastAll,MagicNumber
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestListEnvironments,MagicNumber
GameLabGraz@Maroon,MissingReferencesTests<>TestMissingReferencesInPrefabs,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_FetchAll_Can_Return_List_Of_Every_Client,MagicNumber
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestCreateExpansions,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Does_Not_Transmit_Port30003_Messages_If_Passthrough_Format_Specified,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Looks_Up_Missing_Aircraft,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableListMock<>InsertUniqueAtCurrentIndex,MagicNumber
vradarserver@vrs,StandingDataManagerTests<>StandingDataManager_Load_Raises_LoadCompleted,MagicNumber
vradarserver@vrs,AircraftControllerTests<>AircraftController_GetAddcThumbnails_Passes_Through_Status_Code_If_AirportDataDotCom_Returns_Error,MagicNumber
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheChanged_Not_Raised_If_Content_Does_Not_Change_But_Order_Does,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorTests<>MoveLeft_SkipsInvalidCodePointIndices,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_UpdateSession_Throws_If_Database_Not_Open,MagicNumber
vradarserver@vrs,ModeSTranslatorTests<>ModeSTranslator_Translate_Extracts_Possible_BDS20_Callsigns_Correctly,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,CanvasGroupTests<>EnabledCanvasGroupOnACanvasEffectAllChildrenAlpha,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ScrollRectTests<>OnDisableShouldRemoveListeners,MagicNumber
vradarserver@vrs,AccessConfigurationTests<>AccessConfiguration_SetRestrictedPath_Records_Access_To_Path,MagicNumber
ExtendRealityLtd@Zinnia.Unity,IntegerToFloatTest<>TransformInactiveComponent,MagicNumber
vradarserver@vrs,PolarPlotterTests<>PolarPlotter_LoadFrom_Replaces_Slices,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_FetchSessions_Can_Fetch_List_Of_Clients_And_Sessions_Within_Date_Range,MagicNumber
icosa-gallery@open-brush,FbxTimeSpanTest<>TestComparison,MagicNumber
vradarserver@vrs,ModeSTranslatorTests<>ModeSTranslator_Translate_Fills_Properties_For_Military_Extended_Squitter_According_To_Application_Field_Content,MagicNumber
kookmin-sw@capstone-2020-17,TestHistoryWindow<>CollabHistoryPresenter_OnUpdatePage__RevisionNumberingIsInOrder,MagicNumber
vradarserver@vrs,DirectoryEntryControllerTests<>DirectoryEntryController_GetDirectoryEntry_Responds_With_404_When_Key_Missing,MagicNumber
XRTK@com.xrtk.core,TestFixture_02_InteractionDefinitionTests<>Test_04_02_02_Vector2_NoChanged_Updated_Inverted,MagicNumber
augcog@ISAACS_Interface,AngleSmoothingTest<>NoOp,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Copies_ReceiverId_To_Compressed_Port30003Messages,MagicNumber
dioram@Elektronik,DataRecorderSubscription<>SubscribeConnectablePointCloudContainer,MagicNumber
virtuallynaked@virtually-naked,SplineTest<>TestPositiveSpline,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Increments_Total_Messages_When_ModeS_Message_Received,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,MaskTests<>GetModifiedMaterialReturnsDesiredMaterialWithMultipleMasks,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Does_Not_Update_Statistics_For_Mode_S_Messages_Where_ADSB_Rejected_Because_Count_Not_Reached,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestDeleteGrammar,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_TargetStateAndStatus_Fills_Target_Altitude_For_ADSB_1_Messages,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,CanvasGroupTests<>EnabledCanvasGroupOnCanvasAndChildrenWithAllChildrenIgnoringParentGroupMultipleAlphaValuesCorrectly,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMinFinderTest<>TransformEmptyCollection,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_DeleteSession_Does_Nothing_If_File_Not_Configured,MagicNumber
willychang21@MapboxARGame,AverageHeadingAlignmentStrategyTests<>MeanAnglePositiveAndNegative,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,VerticalLayoutGroupTests<>TestCalculateLayoutInputHorizontal,MagicNumber
vradarserver@vrs,EventHelperTests<>RaiseQuickly_Copes_With_Null_Event,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_TargetStateAndStatus_Fills_PressureSetting_For_ADSB_2_Messages,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_FetchSessions_Can_Fetch_List_Of_Sessions_Within_Date_Range,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatModeFinderTest<>TransformInactiveGameObject,MagicNumber
addyi@SoftwareCity,AvailableMetricConfigReaderTest<>ConfigFileIsReadableAndHasMin4Metrics,MagicNumber
vradarserver@vrs,ServerConfigJsonTests<>ServerConfigJson_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,GridLayoutGroupTests<>TestHorizontallyContrainedCalculateLayoutHorizontal,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_FetchAll_Can_Return_List_Of_Every_Client_And_Session,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Saves_Results_Of_Successful_Lookup,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_Transactions_Can_Commit_Operations_To_Database,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ParabolicLineCastTest<>EventsNotEmittedOnInactiveGameObject,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Sends_ShortSpeed_Trails_If_Requested,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Up,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateSession_Does_Nothing_If_File_Not_Configured,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Extracts_Position_From_ADSB_Messages_Correctly,MagicNumber
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_FindAndRefresh_Returns_First_Matching_Item_After_Refreshing_It,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Writes_Default_Location_In_Different_Cultures,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Passes_Compressed_Messages_Through_BaseStationMesageCompressor,MagicNumber
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestAddWords,MagicNumber
vradarserver@vrs,AircraftComparerTests<>AircraftComparer_Compare_Uses_PrecalculatedDistances_When_Available,MagicNumber
vradarserver@vrs,CustomConvertTests<>CustomConvert_Icao24_Null_String_Is_Invalid_Icao,MagicNumber
ExtendRealityLtd@Zinnia.Unity,IntRangeTest<>DefaultConstructor,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Extracts_Squawk_From_ADSB_Messages,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_FileExists_Does_Not_Test_Null_FileName,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Updates_AdsbAircraftTracked_Statistic,MagicNumber
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Decodes_Emitter_Categories_Correctly,MagicNumber
iamtomhewitt@jet-dash-vr,AchievementTests<>ShouldNotBacktrackPercentageIfProgressingWithLowerValue,MagicNumber
vradarserver@vrs,PolarPlotSliceTests<>PolarPlotSlice_Constructor_Initialises_To_Known_Values_And_Properties_Work,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>SyncAllBones_Async_Test,MagicNumber
vradarserver@vrs,AudioTests<>Audio_SpeechToWavBytes_Returns_Empty_Byte_Array_On_Mono,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Increments_Total_Messages_For_Every_Message_In_A_Received_Packet_Of_ModeS_Messages,MagicNumber
icosa-gallery@open-brush,TestStatelessRng<>TestUniformity_InUnitCircle,MagicNumber
willychang21@MapboxARGame,SQLiteCacheTest<>InsertSameTileForceOverwrite,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Does_Not_Transmit_Port30003_Messages_When_Offline,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActiveCollisionRegisteredConsumerContainerMock<>PublishWithRegisteredConsumerContainer,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertLocation_Correctly_Inserts_Record,MagicNumber
vradarserver@vrs,ExpiringListTests<>ExpiringList_Add_Can_Add_Same_Item_Twice,MagicNumber
vradarserver@vrs,SiteRootTests<>SiteRoot_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
watson-developer-cloud@unity-sdk,LanguageTranslatorV3IntegrationTests<>TestListLanguages,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_ConfigurationChanged_Does_Not_Create_New_Server_If_Nothing_Changed,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Extracts_Squawk_From_ModeS_Messages,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_DeregisterCache_Throws_If_Cache_Is_Null,MagicNumber
mateo-a@holbertonschool-csharp,Tests<>MaxValue_in_List,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatModeFinderTest<>Transform,MagicNumber
iamtomhewitt@jet-dash-vr,AchievementTests<>ShouldUnlockAchievementAfterProgressing,MagicNumber
vradarserver@vrs,AircraftOnlineLookupTests<>AircraftOnlineLookup_Lookup_AircraftFetched_Event_Handler_WebException_Does_Not_Raise_Fetched_Event,MagicNumber
iamtomhewitt@vr-pacman,GameObjectManagerTest<>CanStopEntities,MagicNumber
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_Add_Throws_If_Adding_Duplicate_Key,MagicNumber
icosa-gallery@open-brush,TestFuture<>TestFutureSuccess,MagicNumber
UMI3D@UMI3D-SDK,UserCameraPropertiesSerializer_Test<>WriteRead,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectSourceTargetProcessorMock<>RemoveTarget,MagicNumber
vradarserver@vrs,UniversalPlugAndPlayManagerTests<>UniversalPlugAndPlayManager_Initialise_Throws_If_WebServer_Is_Null,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,NestedCanvas<>NestedCanvasHasProperInheritedAlpha,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Lookup_Refreshes_Aircraft_Marked_As_Missing_After_24_Hours,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_IsSlewing_Set_Raises_SlewStatusChanged,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_YAxis,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ImageTests<>MinWidthHeightAreZeroWithNoImage,MagicNumber
tterpi@VRSketchingGeometry,RibbonSerializationTest<>ApplyData_CrossSection,MagicNumber
vradarserver@vrs,CorsHandlerTests<>CorsHandler_Preflight_Rejects_Requests_With_No_Method,MagicNumber
iamtomhewitt@vr-pacman,HighscoreManagerTests<>SaveWorksIfNewHighscoreAchieved,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Sets_ShortTrailLength_From_Configuration_Options,MagicNumber
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheChanged_Not_Raised_If_CacheSubFolders_Does_Not_Change,MagicNumber
vradarserver@vrs,MainPresenterTests<>MainPresenter_GetReceiverFeeds_Returns_FeedManager_Feeds,MagicNumber
vradarserver@vrs,MainPresenterTests<>MainPresenter_Initialise_Sets_InvalidPluginCount_On_View,MagicNumber
vradarserver@vrs,ImageServerTests<>ImageServer_Dynamically_Resizes_For_HighDpi_Devices,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>AddSegmentContinuousCommand2,MagicNumber
vradarserver@vrs,ObservableClass<>NotifyList_Move_Struct_With_Events,MagicNumber
vradarserver@vrs,ObservableClass<>NotifyList_AddNew_Class_With_Events,MagicNumber
vradarserver@vrs,AircraftOnlineLookupTests<>AircraftOnlineLookup_Lookup_Does_Not_Remove_ICAO_From_Lookup_After_Failed_Fetch,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMinFinderTest<>Transform,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestDeleteCorpus,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatSubtractorTest<>Transform,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatToIntegerTest<>TransformFloor,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorBackspaceDelete<>TextEditorWithUTF16_RightCursorOnBackspace_RemovesCharacters,MagicNumber
vradarserver@vrs,AircraftTests<>Aircraft_UpdateCoordinates_Adds_Coordinate_To_Full_And_Short_Trails,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSession_Works_For_Different_Cultures,MagicNumber
icosa-gallery@open-brush,FbxDouble2Test<>TestBasics,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMedianFinderTest<>TransformOdd,MagicNumber
icosa-gallery@open-brush,FbxCameraTest<>TestBasics,MagicNumber
iamtomhewitt@jet-dash-vr,HighscoreManagerTests<>ShouldSaveNewHighscore,MagicNumber
vradarserver@vrs,FileSystemServerTests<>FileSystemServer_Files_That_Fail_Checksum_Are_Not_Served,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorBackspaceDelete<>TextEditorWithUTF16_MiddleCursorOnBackspaceAndLeftSurrogate_RemovesBothSurrogates,MagicNumber
virtuallynaked@virtually-naked,RigidBoneSystemTest<>TestTransformConsistency,MagicNumber
hotbreakb@Capstone_Design,CircularObjectBufferTests<>OrderTests,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Increments_Total_Messages_When_Compressed_Message_Received,MagicNumber
vradarserver@vrs,EventHelperTests<>RaiseQuickly_Raises_Event_To_Multiple_Handlers,MagicNumber
